post_id,image_ID,comments_count,likes_count,author_name,caption,date,year,month,day
mandirabedi_2034192_2885824527539990919_4430_44,2022-07-19_13-25-13_UTC_3.jpg,44,4430,mandirabedi,,2022-07-1,2022,07,1
sophiechoudry_3311924_2968210342984124449_-1_572,2022-11-10_05-31-07_UTC_1.jpg,572,-1,sophiechoudry,,2022-11-1,2022,11,1
sophiechoudry_3311924_2968210342984124449_-1_572,2022-11-10_05-31-07_UTC_2.jpg,572,-1,sophiechoudry,,2022-11-1,2022,11,1
sophiechoudry_3311924_2968210342984124449_-1_572,2022-11-10_05-31-07_UTC_3.jpg,572,-1,sophiechoudry,,2022-11-1,2022,11,1
aashnashroff_969148_3032929072178325591_6285_29,2023-02-07_12-35-41_UTC_1.jpg,29,6285,aashnashroff,,2023-02-0,2023,02,0
aashnashroff_969148_3032929072178325591_6285_29,2023-02-07_12-35-41_UTC_2.jpg,29,6285,aashnashroff,,2023-02-0,2023,02,0
aashnashroff_969148_3032929072178325591_6285_29,2023-02-07_12-35-41_UTC_3.jpg,29,6285,aashnashroff,,2023-02-0,2023,02,0
aashnashroff_969148_3032929072178325591_6285_29,2023-02-07_12-35-41_UTC_4.jpg,29,6285,aashnashroff,,2023-02-0,2023,02,0
shreyas41_6992256_3016391902194993996_491127_1224,2023-01-15_16-59-17_UTC_1.jpg,1224,491127,shreyas41,,2023-01-1,2023,01,1
shreyas41_6992256_3016391902194993996_491127_1224,2023-01-15_16-59-17_UTC_2.jpg,1224,491127,shreyas41,,2023-01-1,2023,01,1
shreyas41_6992256_3016391902194993996_491127_1224,2023-01-15_16-59-17_UTC_3.jpg,1224,491127,shreyas41,,2023-01-1,2023,01,1
shreyas41_6992256_3016391902194993996_491127_1224,2023-01-15_16-59-17_UTC_4.jpg,1224,491127,shreyas41,,2023-01-1,2023,01,1
shreyas41_6992256_3016391902194993996_491127_1224,2023-01-15_16-59-17_UTC_5.jpg,1224,491127,shreyas41,,2023-01-1,2023,01,1
vehiclevirgins_490382_2907735916703260661_-1_7,2022-08-18_18-59-14_UTC.jpg,7,-1,vehiclevirgins,"Spending the day with @mbclassiccenter CLK63 black series on 17 mile drive! Doesn’t get much better 🔥. Review coming soon! #clk63 #amg #blackseries
",2022-08-1,2022,08,1
rashwin99_3955334_2899144819189083767_121350_128,2022-08-06_22-30-15_UTC.jpg,128,121350,rashwin99,"No caption required 🤩🤩 @arrahman
",2022-08-0,2022,08,0
aashnashroff_969148_3000403601659402518_25980_65,2022-12-24_15-33-23_UTC_1.jpg,65,25980,aashnashroff,,2022-12-2,2022,12,2
aashnashroff_969148_3000403601659402518_25980_65,2022-12-24_15-33-23_UTC_2.jpg,65,25980,aashnashroff,,2022-12-2,2022,12,2
aashnashroff_969148_3000403601659402518_25980_65,2022-12-24_15-33-23_UTC_3.jpg,65,25980,aashnashroff,,2022-12-2,2022,12,2
aashnashroff_969148_3000403601659402518_25980_65,2022-12-24_15-33-23_UTC_4.jpg,65,25980,aashnashroff,,2022-12-2,2022,12,2
aashnashroff_969148_3000403601659402518_25980_65,2022-12-24_15-33-23_UTC_5.jpg,65,25980,aashnashroff,,2022-12-2,2022,12,2
aashnashroff_969148_3000403601659402518_25980_65,2022-12-24_15-33-23_UTC_6.jpg,65,25980,aashnashroff,,2022-12-2,2022,12,2
aashnashroff_969148_3000403601659402518_25980_65,2022-12-24_15-33-23_UTC_7.jpg,65,25980,aashnashroff,,2022-12-2,2022,12,2
netflix_32561501_3058489674792731402_132984_731,2023-03-14_19-00-02_UTC.jpg,731,132984,netflix,"if you're missing these, you better add shadow and bone to your watch list (out march 16!!!)
",2023-03-1,2023,03,1
shwetarohira_533824_3044547950128403789_15793_53,2023-02-23_13-20-19_UTC.jpg,53,15793,shwetarohira,"The Legend of Bappa Rawal (phase one) Kalbhojaditya Rawal penned by @utkasrshsri 
It’s a very exciting read as it’s a historical fiction with a lot of mythological references which were exciting factor me as I love both the genres and it’s rare that they are clubbed together. It’s a book which completely absorbs you into its pages. The story is fascinating and authors narration style, character crafting and minute detailing makes you engrossed in the read. It’s a book that needs your 100 percent attention as there are lots of tales woven together along with the main tale of Bappa Raval’s ascent to the throne. Special claps for the author for his research as the book contains a lot of historical information which will excite the history enthusiast. The narrative style of the author takes you in the past of these historical figures, his descriptive style makes you feel you are in that era. The entire scene comes to life. The cliffhanger that the author leaves you at makes you want to read the other parts soon. I am impatiently waiting for the sequels to follow. I recommend this book as it’s entertaining and enlightening as it’s based on historical heroes who have been forgotten or we aren’t aware of them besides that has a lot of spiritual layering to it
",2023-02-2,2023,02,2
drwaynedyer_683926_3008505401013407985_11095_116,2023-01-04_19-50-13_UTC.jpg,116,11095,drwaynedyer,"#waynedyerwednesday
",2023-01-0,2023,01,0
dk00019_2490796_3069711683588067022_143041_416,2023-03-30_06-36-10_UTC.jpg,416,143041,dk00019,"One MASSIVE announcement before the IPL as a player starts...

So proud to be amongst these legends. Surreal feeling.

Just felt like sharing!

Bas. That's all 😊☺️

Thanks @skysportscricket for giving me this opportunity and honour. 

#Ashes2023 #Ashes
",2023-03-3,2023,03,3
rheakapoor_1775885_3026306248260823416_36938_129,2023-01-29_09-17-19_UTC_1.jpg,129,36938,rheakapoor,,2023-01-2,2023,01,2
rheakapoor_1775885_3026306248260823416_36938_129,2023-01-29_09-17-19_UTC_10.jpg,129,36938,rheakapoor,,2023-01-2,2023,01,2
rheakapoor_1775885_3026306248260823416_36938_129,2023-01-29_09-17-19_UTC_2.jpg,129,36938,rheakapoor,,2023-01-2,2023,01,2
rheakapoor_1775885_3026306248260823416_36938_129,2023-01-29_09-17-19_UTC_3.jpg,129,36938,rheakapoor,,2023-01-2,2023,01,2
rheakapoor_1775885_3026306248260823416_36938_129,2023-01-29_09-17-19_UTC_4.jpg,129,36938,rheakapoor,,2023-01-2,2023,01,2
rheakapoor_1775885_3026306248260823416_36938_129,2023-01-29_09-17-19_UTC_5.jpg,129,36938,rheakapoor,,2023-01-2,2023,01,2
rheakapoor_1775885_3026306248260823416_36938_129,2023-01-29_09-17-19_UTC_6.jpg,129,36938,rheakapoor,,2023-01-2,2023,01,2
rheakapoor_1775885_3026306248260823416_36938_129,2023-01-29_09-17-19_UTC_7.jpg,129,36938,rheakapoor,,2023-01-2,2023,01,2
rheakapoor_1775885_3026306248260823416_36938_129,2023-01-29_09-17-19_UTC_8.jpg,129,36938,rheakapoor,,2023-01-2,2023,01,2
rheakapoor_1775885_3026306248260823416_36938_129,2023-01-29_09-17-19_UTC_9.jpg,129,36938,rheakapoor,,2023-01-2,2023,01,2
food52_3599596_3064499700183417156_29493_164,2023-03-23_02-00-56_UTC.jpg,164,29493,food52,"Tagliatelle with balsamic mushrooms in a garlic butter sauce, topped with burrata in 15 minutes from @anna_s_table! Recipe at the link in bio. #f52community #f52grams
",2023-03-2,2023,03,2
rohitsharma45_27275050_3066298501632941927_3074481_23743,2023-03-25_13-34-47_UTC_1.jpg,23743,3074481,rohitsharma45,,2023-03-2,2023,03,2
rohitsharma45_27275050_3066298501632941927_3074481_23743,2023-03-25_13-34-47_UTC_2.jpg,23743,3074481,rohitsharma45,,2023-03-2,2023,03,2
rohitsharma45_27275050_3066298501632941927_3074481_23743,2023-03-25_13-34-47_UTC_3.jpg,23743,3074481,rohitsharma45,,2023-03-2,2023,03,2
diipakhosla_1908495_3035284804874712519_63053_102,2023-02-10_18-36-06_UTC_1.jpg,102,63053,diipakhosla,,2023-02-1,2023,02,1
diipakhosla_1908495_3035284804874712519_63053_102,2023-02-10_18-36-06_UTC_2.jpg,102,63053,diipakhosla,,2023-02-1,2023,02,1
sahilkhan_11415416_3066788100289436334_264215_1820,2023-03-26_05-47-32_UTC.jpg,1820,264215,sahilkhan,"🚨𝐁𝐈𝐆 𝐀𝐍𝐍𝐎𝐔𝐍𝐂𝐄𝐌𝐄𝐍𝐓 𝐂𝐎𝐌𝐈𝐍𝐆 𝐒𝐎𝐎𝐍.
Guess Karo Mera New Fashion Luxury Clothing Brand ❤️ @nowyouknowclothing 🫶🏻
Formal Wear🤵🏻‍♂️👔
Casual Wear👕👖
Sports Wear ⚽🏋🏻‍♂️
Indian Wear 🔥❤️
Western Wear 🕺🏻💃🏻 #IfYouDontKnowNowYouKnow  #NewBrandLaunch #clothingbrand #luxurylifestyle #fashion
",2023-03-2,2023,03,2
timferriss_1213949_3068958629004771584_3567_126,2023-03-29_05-39-59_UTC.jpg,126,3567,timferriss,"See you next time, Gandalf. Always a pleasure. And remember: more than two glasses of mead means no flying, you frisky wizard…
",2023-03-2,2023,03,2
hbomax_3056324_3049279280181430352_12487_130,2023-03-02_02-00-38_UTC_1.jpg,130,12487,hbomax,,2023-03-0,2023,03,0
hbomax_3056324_3049279280181430352_12487_130,2023-03-02_02-00-38_UTC_10.jpg,130,12487,hbomax,,2023-03-0,2023,03,0
hbomax_3056324_3049279280181430352_12487_130,2023-03-02_02-00-38_UTC_2.jpg,130,12487,hbomax,,2023-03-0,2023,03,0
hbomax_3056324_3049279280181430352_12487_130,2023-03-02_02-00-38_UTC_3.jpg,130,12487,hbomax,,2023-03-0,2023,03,0
hbomax_3056324_3049279280181430352_12487_130,2023-03-02_02-00-38_UTC_4.jpg,130,12487,hbomax,,2023-03-0,2023,03,0
hbomax_3056324_3049279280181430352_12487_130,2023-03-02_02-00-38_UTC_5.jpg,130,12487,hbomax,,2023-03-0,2023,03,0
hbomax_3056324_3049279280181430352_12487_130,2023-03-02_02-00-38_UTC_6.jpg,130,12487,hbomax,,2023-03-0,2023,03,0
hbomax_3056324_3049279280181430352_12487_130,2023-03-02_02-00-38_UTC_7.jpg,130,12487,hbomax,,2023-03-0,2023,03,0
hbomax_3056324_3049279280181430352_12487_130,2023-03-02_02-00-38_UTC_8.jpg,130,12487,hbomax,,2023-03-0,2023,03,0
hbomax_3056324_3049279280181430352_12487_130,2023-03-02_02-00-38_UTC_9.jpg,130,12487,hbomax,,2023-03-0,2023,03,0
food52_3599596_3068123560811913975_9418_66,2023-03-28_02-00-54_UTC.jpg,66,9418,food52,"Oh, hello there! These are @wandering_chickpea's jalapeno honey turkey burgers—tap that link in bio for the recipe. #f52community #f52grams
",2023-03-2,2023,03,2
netflix_32561501_3062808555728505783_224897_808,2023-03-20_18-00-53_UTC.jpg,808,224897,netflix,"????
",2023-03-2,2023,03,2
grantcardone_4290201_3061225907205738402_6377_675,2023-03-18_13-36-27_UTC.jpg,675,6377,grantcardone,"Jeremy Powell is the new Anthony Fauci
",2023-03-1,2023,03,1
hbomax_3056324_3062777986255529338_91109_847,2023-03-20_17-00-09_UTC_1.jpg,847,91109,hbomax,,2023-03-2,2023,03,2
hbomax_3056324_3062777986255529338_91109_847,2023-03-20_17-00-09_UTC_2.jpg,847,91109,hbomax,,2023-03-2,2023,03,2
hbomax_3056324_3062777986255529338_91109_847,2023-03-20_17-00-09_UTC_3.jpg,847,91109,hbomax,,2023-03-2,2023,03,2
hbomax_3056324_3062777986255529338_91109_847,2023-03-20_17-00-09_UTC_4.jpg,847,91109,hbomax,,2023-03-2,2023,03,2
hbomax_3056324_3062777986255529338_91109_847,2023-03-20_17-00-09_UTC_5.jpg,847,91109,hbomax,,2023-03-2,2023,03,2
hbomax_3056324_3062777986255529338_91109_847,2023-03-20_17-00-09_UTC_6.jpg,847,91109,hbomax,,2023-03-2,2023,03,2
hbomax_3056324_3062777986255529338_91109_847,2023-03-20_17-00-09_UTC_7.jpg,847,91109,hbomax,,2023-03-2,2023,03,2
masoomminawala_1355818_3038705538858602525_13630_62,2023-02-15_11-52-30_UTC_1.jpg,62,13630,masoomminawala,,2023-02-1,2023,02,1
masoomminawala_1355818_3038705538858602525_13630_62,2023-02-15_11-52-30_UTC_2.jpg,62,13630,masoomminawala,,2023-02-1,2023,02,1
masoomminawala_1355818_3038705538858602525_13630_62,2023-02-15_11-52-30_UTC_3.jpg,62,13630,masoomminawala,,2023-02-1,2023,02,1
masoomminawala_1355818_3038705538858602525_13630_62,2023-02-15_11-52-30_UTC_4.jpg,62,13630,masoomminawala,,2023-02-1,2023,02,1
kunalgir_13965_2051645331114077670_339_2,2019-05-25_14-40-04_UTC.jpg,2,339,kunalgir,"@karanjohar May you have the best dreams tonight and wake up to find them true. A very happy birthday to one of the hardest working person I know. Im very happy to see you not only maintain but improve upon your fitness. In your own words- “ May the force of fitness be with you, always !! “
",2019-05-2,2019,05,2
namratapurohit_431641_3004393648103690764_940_11,2022-12-30_03-40-54_UTC.jpg,11,940,namratapurohit,"“Peace is the result of retraining your mind to process life as it is, rather than as you think it should be.” —Wayne W. Dye
",2022-12-3,2022,12,3
smittenkitchen_1706412_3052678455627297078_5181_25,2023-03-06_18-34-11_UTC.jpg,25,5181,smittenkitchen,"Dinner tonight? A cross between a rustic casserole and a skillet of torn-up grilled cheese and butter-seared vegetables, this deliciousness from @taraobrady takes very little planning, cooking time, and it's all made in a single pan, which is also its serving dish. // Mushrooms and Greens with Toast on smittenkitchen.com or linked in profile. In more detail: Go to my profile. Click the link ""smittenkitchen.com/instagram"" Click the photo for the recipe you want and it will take you to it.
",2023-03-0,2023,03,0
iamsteveharveytv_10645894_2975318308187673400_424358_2870,2022-11-20_00-53-23_UTC_1.jpg,2870,424358,iamsteveharveytv,,2022-11-2,2022,11,2
iamsteveharveytv_10645894_2975318308187673400_424358_2870,2022-11-20_00-53-23_UTC_2.jpg,2870,424358,iamsteveharveytv,,2022-11-2,2022,11,2
iamsteveharveytv_10645894_2975318308187673400_424358_2870,2022-11-20_00-53-23_UTC_3.jpg,2870,424358,iamsteveharveytv,,2022-11-2,2022,11,2
shikhardofficial_13316748_2955420614466471561_486348_805,2022-10-23_14-00-13_UTC.jpg,805,486348,shikhardofficial,"Congratulations #TeamIndia for the stunning performance against Pakistan! 🇮🇳 😍 What an inning 👏
",2022-10-2,2022,10,2
brendonburchard_1158797_3046992068581459508_5934_123,2023-02-26_22-16-21_UTC.jpg,123,5934,brendonburchard,"Listen!
Join us in GrowthDay. 
It’s time. 
❤️brendon.

#motivationalquotes #change #itstime #growthday #inspiration
",2023-02-2,2023,02,2
iamjoelbrown_128782_3069463347406373788_174_7,2023-03-29_22-22-46_UTC.jpg,7,174,iamjoelbrown,"Focus and discipline are the master keys that unlock the gateway to the life you envision, turning dreams into reality at lightning speed.

Are you ready to smash some goals this year? 💯 

Have you ever been inspired to be an online coach that inspires and transforms others…

All from your laptop, on your terms, and from any corner of the globe?

Shoot me a DM with the word:

COACH

And I'll unlock 14 years of my hard-earned expertise as an online coach to teach you how to $10k+ monthly earnings in just 90 days.

Doors are closing soon so jump on it!
",2023-03-2,2023,03,2
mandirabedi_2034192_2893670902405081967_3333_50,2022-07-30_09-14-34_UTC.jpg,50,3333,mandirabedi,"In everything in life. Emotionally, physically or mentally..
",2022-07-3,2022,07,3
deepikamehtayoga_250154_2746548590247073603_1631_29,2022-01-08_09-28-47_UTC_1.jpg,29,1631,deepikamehtayoga,,2022-01-0,2022,01,0
deepikamehtayoga_250154_2746548590247073603_1631_29,2022-01-08_09-28-47_UTC_2.jpg,29,1631,deepikamehtayoga,,2022-01-0,2022,01,0
bonappetitmag_4607066_3065043174095335726_5125_29,2023-03-23_20-00-44_UTC.jpg,29,5125,bonappetitmag,"A celebratory cake if ever there was one, cozy, comforting Appalachian Apple Stack Cake is ubiquitous at weddings and holidays in Virginia. When she makes it for herself, pastry chef @lisamariedonovan stacks the cake 12 layers high. This version—with six layers of spice cake and an orchard’s worth of apple butter—is easier, just as rewarding, and guaranteed to BE the party. Recipe at the link in bio. 📷 Photo: @isa.zapata, 🍴 Food Styling: @tanekamorris, 🥣 Prop Styling: @daynalorane
",2023-03-2,2023,03,2
mandirabedi_2034192_2892150198912187235_3469_80,2022-07-28_06-53-12_UTC.jpg,80,3469,mandirabedi,"Happy Birthday my lovely Tara. ❤️We are so ‘cited for your birthday. It’s going to be just ‘mazing!!! 🥰❣️❤️🧿 I love you SOOOOO much! ❤️
",2022-07-2,2022,07,2
yasminkarachiwala_1062568_2832183083118294199_14596_243,2022-05-06_13-09-14_UTC.jpg,243,14596,yasminkarachiwala,"Good times and tan lines❤️
.
.
.

#yasminkarachiwala #bodyimage #visitmaldives #maldives #travelreels #paradiseonearth #travellust #womenwhoexplore #travelbucketlist #maldivesislands #vacationmood #blueocean #travelbloggerlife #fitnessgoals #befitbecauseyoudeserveit  #fatburn #physicaltherapist #hometraining #beaches #vacation #healthybody #healthylife #foryou
",2022-05-0,2022,05,0
taramilktea_1371196_2998731212094036260_26370_1576,2022-12-22_08-10-39_UTC_1.jpg,1576,26370,taramilktea,,2022-12-2,2022,12,2
taramilktea_1371196_2998731212094036260_26370_1576,2022-12-22_08-10-39_UTC_10.jpg,1576,26370,taramilktea,,2022-12-2,2022,12,2
taramilktea_1371196_2998731212094036260_26370_1576,2022-12-22_08-10-39_UTC_2.jpg,1576,26370,taramilktea,,2022-12-2,2022,12,2
taramilktea_1371196_2998731212094036260_26370_1576,2022-12-22_08-10-39_UTC_3.jpg,1576,26370,taramilktea,,2022-12-2,2022,12,2
taramilktea_1371196_2998731212094036260_26370_1576,2022-12-22_08-10-39_UTC_4.jpg,1576,26370,taramilktea,,2022-12-2,2022,12,2
taramilktea_1371196_2998731212094036260_26370_1576,2022-12-22_08-10-39_UTC_5.jpg,1576,26370,taramilktea,,2022-12-2,2022,12,2
taramilktea_1371196_2998731212094036260_26370_1576,2022-12-22_08-10-39_UTC_6.jpg,1576,26370,taramilktea,,2022-12-2,2022,12,2
taramilktea_1371196_2998731212094036260_26370_1576,2022-12-22_08-10-39_UTC_7.jpg,1576,26370,taramilktea,,2022-12-2,2022,12,2
taramilktea_1371196_2998731212094036260_26370_1576,2022-12-22_08-10-39_UTC_8.jpg,1576,26370,taramilktea,,2022-12-2,2022,12,2
taramilktea_1371196_2998731212094036260_26370_1576,2022-12-22_08-10-39_UTC_9.jpg,1576,26370,taramilktea,,2022-12-2,2022,12,2
aashnashroff_969148_3043939712020791039_15629_33,2023-02-22_17-11-52_UTC_1.jpg,33,15629,aashnashroff,,2023-02-2,2023,02,2
aashnashroff_969148_3043939712020791039_15629_33,2023-02-22_17-11-52_UTC_2.jpg,33,15629,aashnashroff,,2023-02-2,2023,02,2
aashnashroff_969148_3043939712020791039_15629_33,2023-02-22_17-11-52_UTC_3.jpg,33,15629,aashnashroff,,2023-02-2,2023,02,2
aashnashroff_969148_3043939712020791039_15629_33,2023-02-22_17-11-52_UTC_4.jpg,33,15629,aashnashroff,,2023-02-2,2023,02,2
aashnashroff_969148_3043939712020791039_15629_33,2023-02-22_17-11-52_UTC_5.jpg,33,15629,aashnashroff,,2023-02-2,2023,02,2
aashnashroff_969148_3043939712020791039_15629_33,2023-02-22_17-11-52_UTC_6.jpg,33,15629,aashnashroff,,2023-02-2,2023,02,2
masoomminawala_1355818_3043962836585064128_18048_136,2023-02-22_17-57-48_UTC_1.jpg,136,18048,masoomminawala,,2023-02-2,2023,02,2
masoomminawala_1355818_3043962836585064128_18048_136,2023-02-22_17-57-48_UTC_2.jpg,136,18048,masoomminawala,,2023-02-2,2023,02,2
masoomminawala_1355818_3043962836585064128_18048_136,2023-02-22_17-57-48_UTC_3.jpg,136,18048,masoomminawala,,2023-02-2,2023,02,2
food52_3599596_3066553159748959386_7695_49,2023-03-25_22-00-47_UTC.jpg,49,7695,food52,"“I prepared it exactly as written and it is delicious! So simple and comes together in just over a half hour,” writes #f52community member Deborah J. Get @yasminfahr’s recipe for Burnt Broccoli Farro With Smashed Olives at the link in bio. 📸: @rockyluten #f52grams
",2023-03-2,2023,03,2
smittenkitchen_1706412_3060696898792109868_5865_35,2023-03-17_20-05-24_UTC.jpg,35,5865,smittenkitchen,"Never underestimate the power of a golden, crisp, thin, fried-but-somehow-not-heavy chicken breast piled with a giant, seasonal salad to quickly become the most popular thing you know how to make. This a forever spring dinner party staple. // Chicken Milanese + An Escarole Salad on smittenkitchen.com or linked in profile. In more detail: Go to my profile. Click the link ""smittenkitchen.com/instagram"" Click the photo for the recipe you want and it will take you to it.
",2023-03-1,2023,03,1
dk00019_2490796_3069138688738047640_392991_649,2023-03-29_11-37-44_UTC_1.jpg,649,392991,dk00019,,2023-03-2,2023,03,2
dk00019_2490796_3069138688738047640_392991_649,2023-03-29_11-37-44_UTC_2.jpg,649,392991,dk00019,,2023-03-2,2023,03,2
anshukayoga_403394_2980015710008403800_3087_133,2022-11-26_12-26-17_UTC.jpg,133,3087,anshukayoga,"A honour and privilege I will always be grateful for 🙏🏻🧘‍♀️

Received the Dadasaheb Phalke Icon Awards 2022 for the “Best Celebrity Yoga & Wellness Expert.”

To achieving many more milestones in life and always being grateful💙

#DadasahebPhalkeAward #DadasahebPhalkeAwards #DadasahebPhalkeAwards2022 #Yoga #YogaGirl #YogaDaily #AnshukaYogaWellness #YogaMumbai #AnshukaParwani #AnshukaYoga
",2022-11-2,2022,11,2
shwetarohira_533824_3051019441455162447_16107_71,2023-03-04_11-38-01_UTC_1.jpg,71,16107,shwetarohira,,2023-03-0,2023,03,0
shwetarohira_533824_3051019441455162447_16107_71,2023-03-04_11-38-01_UTC_2.jpg,71,16107,shwetarohira,,2023-03-0,2023,03,0
shwetarohira_533824_3051019441455162447_16107_71,2023-03-04_11-38-01_UTC_3.jpg,71,16107,shwetarohira,,2023-03-0,2023,03,0
shwetarohira_533824_3051019441455162447_16107_71,2023-03-04_11-38-01_UTC_4.jpg,71,16107,shwetarohira,,2023-03-0,2023,03,0
